交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
`2015-05-12 18:35:58,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505120126049152,`12898095933276183622,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`1.00,`0,`0,`0,`0,`,`,`冷冻商品（测试）,`,`0.03000,`0.60%
`2015-05-12 18:41:42,`wx36177abf9259c7ff,`10161187,`0,`,`1003380035201505120126081426,`wx36177abf9259c7ff1431427290,`o6j3_sqGU_EFe-cpzECdQ9nMFUv8,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 18:49:53,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201505120126083779,`wx36177abf9259c7ff1431427788,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 18:51:05,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201505120126099263,`wx36177abf9259c7ff1431427860,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 18:52:05,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201505120126101864,`wx36177abf9259c7ff1431427921,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 18:53:33,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201505120126117006,`wx36177abf9259c7ff1431428007,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 19:15:06,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201505120126165448,`wx36177abf9259c7ff1431429300,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-12 20:42:17,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505120126372745,`12898095933276199432,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`4.00,`0.00,`0,`0,`0,`0,`,`,`冷冻商品（测试）,`,`0.02000,`0.60%
`2015-05-12 21:46:43,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1002870319201505120126546224,`12898095933276210133,`o6j3_sqZ0bZkpOjL2BAu-78X_4KI,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 09:57:27,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130127172057,`12898095933276282869,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0,`0,`,`,`冷冻商品（测试）,`,`0.01000,`0.60%
`2015-05-13 09:59:29,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130127159394,`12898095933276282985,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 09:59:46,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130127164738,`12898095933276282999,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`2.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 16:28:03,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130128035501,`12898095933276394830,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`8.00,`3.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.05000,`0.60%
`2015-05-13 16:32:57,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130128046870,`12898095933276397812,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`2.00,`1.00,`0,`0,`0,`0,`,`,`冷冻商品（测试）,`,`0.02000,`0.60%
`2015-05-13 16:35:39,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130128038943,`12898095933276399324,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`6.00,`3.00,`0,`0,`0,`0,`,`,`鑫玉龙海参卡,`,`0.04000,`0.60%
`2015-05-13 16:39:40,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505130128056891,`12898095933276401277,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`8.00,`3.00,`0,`0,`0,`0,`,`,`散装海参,`,`0.05000,`0.60%
`2015-05-13 21:45:21,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008260319201505130128683183,`12898095933276480876,`o6j3_spyEyqcSTWzASEBvehkQm-A,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 21:48:42,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008260319201505130128697757,`12898095933276481204,`o6j3_spyEyqcSTWzASEBvehkQm-A,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 21:48:55,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008260319201505130128734803,`12898095933276481255,`o6j3_spyEyqcSTWzASEBvehkQm-A,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-13 22:54:00,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201505130128914902,`wx36177abf9259c7ff1431528834,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-13 23:20:47,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201505130128971644,`wx36177abf9259c7ff1431530441,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-13 23:29:05,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201505130128944789,`wx36177abf9259c7ff1431530940,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-13 23:30:27,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201505130128961380,`wx36177abf9259c7ff1431531021,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`海参,`wx36177abf9259c7ffstatic100,`0.01000,`0.60%
`2015-05-14 09:25:48,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1004180319201505140129307390,`12898095933276546880,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`JSAPI,`SUCCESS,`CFT,`CNY,`8.00,`4.00,`0,`0,`0,`0,`,`,`散装海参,`,`0.05000,`0.60%
`2015-05-14 16:22:01,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008330319201505140130327969,`12898095933276667300,`o6j3_sq5dRUQ93klotG5bjSzWU2w,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
`2015-05-14 16:24:41,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008330319201505140130345688,`12898095933276668520,`o6j3_sq5dRUQ93klotG5bjSzWU2w,`JSAPI,`SUCCESS,`CFT,`CNY,`3.00,`2.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.03000,`0.60%
`2015-05-14 16:42:12,`wx97cbb908c15a96bd,`10014015,`10161187,`,`1008330319201505140130387041,`12898095933276679166,`o6j3_sq5dRUQ93klotG5bjSzWU2w,`JSAPI,`SUCCESS,`CFT,`CNY,`1.00,`0.00,`0,`0,`0,`0,`,`,`商品测试,`,`0.01000,`0.60%
